,בעלי זכות בחירה,מצביעים,העבודה,אור,מפד”ל,יהדות התורה,בל”ד,התנועה הירוקה מימד,חד”ש,גמלאים,ישראל חזקה,איחוד לאומי,הישראלים,לב,ניצולי השואה ובוגרי עלה ירוק,קדימה,ישראל ביתנו,ליכוד,מרצ,ישראל המתחדשת,אחריות,לזוז,לוחמי חברה מאוחדים,רע”מ,כח להשפיע,מהפך בחינוך,ברית עולם,זכויות הגבר במשפחה,צומת,צבר,דעם,עלה ירוק,כוח הכסף,לידר,הירוקים,ש”ס
מעלה מכמש,612,514,0,0,86,3,0,4,0,0,0,247,0,0,0,5,8,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40
מעלה עירון,6907,3103,17,0,1,2,1185,0,1022,1,0,4,3,0,1,33,11,9,26,0,1,0,0,707,0,0,1,3,5,1,6,5,3,1,1,7
מעלה עמוס,170,108,0,0,2,64,0,0,0,0,0,16,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
מעלה שומרון,410,302,2,0,19,0,1,1,0,0,5,51,0,0,0,13,34,156,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16
מעלות-תרשיחא,16629,10353,359,2,378,54,774,20,543,22,11,267,1,2,5,1166,3035,1893,168,20,9,2,5,398,1,0,1,5,6,10,10,37,2,4,24,793
מענית,454,342,73,0,1,0,0,6,2,1,0,0,2,0,1,117,16,6,110,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0
מעש,618,479,98,1,10,0,0,6,1,3,1,16,0,0,0,197,24,82,21,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,4
מפלסים,491,335,129,0,3,1,0,3,3,0,2,1,0,0,0,133,17,19,16,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,0
מצדות יהודה,240,203,0,0,64,0,0,0,0,0,0,93,0,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
מצובה,485,311,116,0,2,0,0,12,0,1,0,0,0,0,1,120,10,18,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,2
מצליח,852,555,52,0,0,2,0,3,0,7,1,10,0,0,0,147,54,216,2,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,40
מצפה,135,91,12,0,1,0,0,1,0,0,0,1,0,0,0,40,4,23,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2
"מצפה אבי""ב",426,337,60,0,5,1,0,12,8,2,0,1,0,0,1,174,14,29,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
מצפה יריחו,893,718,1,0,169,7,0,2,0,0,0,426,0,0,0,1,16,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24
מצפה נטופה,394,323,8,0,150,2,0,11,0,0,0,29,0,0,0,5,9,93,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
מצפה רמון,3359,1889,189,0,47,9,1,46,12,5,1,226,1,0,1,285,399,435,26,3,0,1,0,4,0,0,1,1,1,2,6,11,0,1,8,118
מצפה שלם,127,91,20,0,0,0,0,5,1,1,0,1,0,0,0,36,3,7,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1
מצר,393,284,45,0,2,0,0,6,2,0,0,1,0,0,0,87,1,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
מקווה ישראל,188,127,35,0,9,3,0,2,0,0,1,8,0,0,1,30,8,16,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
מרגליות,288,154,23,0,4,2,0,2,0,0,0,0,0,0,0,42,23,29,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,13
מרום גולן,424,276,65,0,7,1,0,4,0,0,0,1,0,0,0,111,11,52,15,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0
מרחביה (מושב),500,388,102,0,0,0,1,6,1,1,3,9,0,0,0,144,26,74,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1
מרחביה (קיבוץ),579,410,62,0,2,0,0,2,2,1,1,6,0,0,0,157,24,22,118,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,7
מרכז שפירא,1179,975,8,0,405,3,0,8,0,1,0,195,0,0,0,12,13,184,2,0,2,0,0,0,1,0,0,0,0,2,0,1,0,1,0,129
משאבי שדה,460,302,133,0,1,0,0,2,0,1,0,1,0,0,0,100,10,9,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2
משגב דב,428,327,51,0,2,0,0,5,1,0,2,7,0,0,0,156,12,73,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
משגב עם,202,125,55,0,0,0,0,2,2,1,0,1,0,0,0,33,11,2,12,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1
משהד,3989,2010,7,0,16,0,716,1,639,2,1,4,1,0,1,12,2,6,73,0,1,1,0,447,1,0,0,0,5,1,1,1,0,0,1,47
משואה,136,86,5,0,0,0,0,1,0,1,0,2,0,0,0,25,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
משואות יצחק,460,379,3,0,206,0,0,5,0,1,0,47,0,0,0,22,11,65,8,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4
משמר איילון,315,233,48,0,2,0,0,2,0,1,1,7,0,0,1,62,16,67,12,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0,1,4
משמר דוד,136,88,22,0,1,0,0,3,0,1,0,0,0,0,0,47,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
משמר הירדן,372,259,25,0,2,1,0,3,1,1,2,1,0,0,0,55,21,113,6,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,2,19
משמר הנגב,662,392,178,0,0,0,0,17,1,0,1,0,0,0,0,139,10,12,31,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
משמר העמק,801,592,188,0,1,0,0,5,1,0,1,0,0,0,0,195,7,8,173,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,7,0
משמר השבעה,540,410,69,0,2,1,0,6,0,6,2,5,0,0,0,170,23,94,15,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,8
משמר השרון,445,291,200,0,0,0,0,6,1,0,0,1,0,0,0,45,9,11,13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
משמרות,239,178,80,0,1,0,0,8,1,1,1,0,0,0,1,62,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
משמרת,531,434,126,0,1,0,0,3,1,4,3,6,0,0,0,186,21,50,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0
משען,540,358,14,0,17,4,0,0,0,0,0,15,0,0,0,59,13,174,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,53
מתן,1841,1477,232,0,10,1,0,23,1,7,2,7,0,0,0,652,113,267,116,0,0,0,1,0,0,0,1,0,0,4,2,1,0,0,9,14
מתת,119,79,12,0,1,0,0,5,2,0,0,6,0,0,0,29,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
מתתיהו,215,175,0,0,1,158,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
נאות גולן,312,189,21,0,8,0,0,2,0,0,0,4,0,0,0,77,36,28,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,2
נאות הכיכר,275,160,31,0,0,1,0,8,1,1,0,0,0,0,0,75,10,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
נאות מרדכי,459,314,128,0,0,0,0,4,1,2,0,4,0,0,0,101,22,21,23,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,2
נאות סמדר,280,159,51,0,0,0,0,14,0,0,0,0,0,0,1,54,6,17,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
נאעורה,1060,596,26,0,0,0,413,1,24,0,0,2,0,1,0,3,0,0,8,0,0,1,0,102,1,0,0,0,2,7,0,0,0,1,0,0
נבטים,501,353,117,0,9,3,0,3,1,0,0,10,0,0,0,87,27,72,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,17
נגבה,508,339,75,0,0,0,0,5,1,1,0,0,0,0,0,121,10,10,111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
נהורה,775,524,42,0,14,4,0,3,0,1,1,16,0,0,0,135,38,167,11,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,79
נהלל,607,445,107,0,1,0,0,9,0,0,1,0,0,0,0,202,22,68,27,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0
נהריה,43940,26138,2357,10,474,198,20,74,59,180,106,491,10,8,24,6651,5706,6891,348,14,10,5,10,9,18,0,12,15,24,39,10,112,11,10,118,1769
נוב,398,316,0,0,72,0,0,2,0,0,0,97,0,0,0,5,9,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
נוגה,317,176,49,0,7,0,0,0,0,1,8,1,0,0,0,16,13,67,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8
נווה אבות,62,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
נווה אור,315,211,97,0,4,0,0,2,1,0,0,4,0,0,1,65,8,6,12,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,2,0
"נווה אטי""ב",152,101,6,0,1,0,0,0,0,0,0,3,0,0,0,44,12,32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
נווה אילן,337,194,37,0,3,3,0,10,4,1,0,0,0,0,1,70,2,34,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0
נווה איתן,215,141,49,0,0,0,0,7,3,0,0,2,0,0,0,46,6,9,7,0,0,0,0,0,2,0,1,1,0,1,0,5,0,0,1,1
נווה דניאל,939,779,0,0,203,1,0,7,1,0,0,257,0,0,0,5,21,263,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13
נווה זיו,333,242,41,0,3,0,0,8,2,1,2,5,0,0,0,89,24,43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
נווה ים,175,128,24,0,0,0,0,0,0,0,1,0,0,0,0,66,5,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
נווה ימין,856,603,59,1,4,4,0,3,1,3,1,7,0,0,0,157,60,245,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,4,43
נווה ירק,748,606,127,0,2,2,0,8,1,1,1,3,0,0,0,308,20,91,29,0,0,0,0,0,1,0,0,1,2,1,1,1,0,0,2,1
נווה מבטח,451,313,85,1,4,0,0,3,0,3,0,3,0,0,0,135,13,38,15,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,9
נווה מיכאל,275,179,11,0,5,1,0,0,0,1,0,5,0,0,0,21,8,77,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,43
נווה שלום,139,110,3,0,0,0,32,4,38,0,0,0,0,0,0,4,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0
נועם,304,198,0,0,5,2,0,0,0,0,1,2,0,0,0,9,9,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79
נוף איילון,1162,1000,0,0,341,28,0,2,0,0,0,432,0,0,0,5,6,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76
נופים,317,202,2,0,7,0,0,0,0,0,0,21,0,0,0,12,38,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11
נופית,1678,1359,301,1,10,7,0,18,3,6,7,12,0,0,1,652,53,211,50,1,1,0,0,0,0,0,0,0,0,3,2,3,0,0,5,8
נופך,257,188,7,0,7,1,0,4,1,0,0,2,0,0,0,66,8,59,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,25
נוקדים,524,379,1,0,29,1,0,3,0,0,0,117,1,0,0,3,121,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
נורדיה,1540,1128,177,1,10,3,0,8,0,8,1,14,1,0,1,482,64,283,29,0,0,0,0,0,11,0,0,0,4,1,0,5,0,0,11,6
נחושה,178,127,1,0,12,5,0,1,0,0,0,16,0,0,0,1,6,37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46
נחל עוז,284,179,63,0,1,0,0,4,1,1,1,2,0,0,0,65,10,10,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
נחלה,330,219,23,0,27,9,0,0,0,2,1,4,0,0,0,28,12,46,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,62
נחליאל,190,141,0,0,1,4,0,0,0,0,0,85,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
נחלים,763,664,4,0,342,9,0,5,0,2,0,130,0,0,0,11,5,128,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,17
נחם,353,246,6,0,12,3,0,2,0,0,0,24,0,0,0,19,11,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92
נחף,5869,4116,99,0,0,1,1128,9,914,1,0,3,6,0,0,22,0,9,10,0,0,0,0,1605,1,0,1,2,12,2,2,2,2,1,0,261
נחשולים,373,280,104,0,0,0,0,3,1,3,4,1,0,0,0,129,10,8,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
נחשון,369,280,52,0,0,0,0,4,7,0,1,1,0,0,0,69,0,7,134,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
נחשונים,300,219,39,0,0,0,0,1,1,1,0,1,0,0,0,78,3,6,76,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0
נטועה,210,148,48,0,2,0,0,0,0,2,0,3,0,0,0,20,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25
נטעים,381,301,80,1,6,1,0,4,1,2,2,6,0,0,2,105,12,51,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
נטף,277,202,28,0,6,0,0,35,10,1,0,5,0,0,0,62,1,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ניין,945,545,4,0,0,1,362,0,9,0,1,1,1,0,0,7,1,5,23,0,0,0,0,98,0,0,0,0,0,0,10,2,0,0,1,4
"ניל""י",564,444,15,0,7,1,0,6,0,2,0,21,1,0,3,97,74,180,4,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,6,16
ניצן,261,193,6,0,61,4,0,7,0,0,0,34,0,0,0,9,9,53,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
ניצן ב',1478,1126,7,0,155,5,0,1,0,0,0,443,1,0,0,26,81,275,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,111
ניצני סיני,368,215,33,0,11,0,0,12,0,0,0,2,0,0,0,82,18,37,12,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2
ניצני עוז,568,413,69,0,3,1,0,2,0,1,1,6,0,0,0,169,33,102,9,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,6
ניצנים,363,258,72,0,0,0,0,2,1,3,0,0,0,0,0,126,4,9,28,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,2
ניר אליהו,345,244,74,0,1,0,0,3,0,0,1,0,0,0,0,99,13,10,37,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1
ניר בנים,461,346,97,0,2,0,0,5,0,2,1,1,0,0,0,159,12,37,23,0,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0
ניר גלים,387,320,2,0,157,1,0,5,0,1,0,51,0,0,0,9,5,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13
ניר דוד (תל עמל),538,404,92,0,0,1,0,4,1,1,0,0,0,0,1,144,3,2,145,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1
"ניר ח""ן",318,198,35,0,0,3,0,4,1,0,3,3,0,0,0,50,26,58,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
ניר יפה,342,213,46,0,7,0,0,4,0,3,0,3,0,0,0,86,15,39,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,4
ניר יצחק,513,356,60,0,0,0,1,6,7,1,0,2,0,0,0,72,3,6,195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
ניר ישראל,528,388,87,0,7,0,0,3,0,2,2,2,0,0,1,168,20,63,20,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4
ניר משה,310,206,36,0,6,0,0,5,0,1,0,3,0,0,0,78,11,37,16,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,9
ניר עוז,315,235,36,0,0,0,0,1,2,0,1,0,0,0,0,97,7,4,82,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
ניר עם,321,190,71,0,2,1,0,2,2,0,0,0,0,0,0,67,7,18,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ניר עציון,406,281,8,0,107,0,4,18,6,1,0,55,0,0,0,18,7,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5
ניר עקיבא,218,154,28,0,8,0,0,7,1,2,1,6,0,0,0,34,19,27,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,16
ניר צבי,816,656,133,0,5,1,0,13,3,4,4,1,0,0,0,298,36,97,40,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,9
נירים,363,255,52,0,0,1,0,2,6,1,0,0,0,0,0,79,10,2,99,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
נירית,796,635,129,0,4,1,0,15,4,5,3,3,0,0,1,287,29,75,54,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,5
נירן,55,43,36,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
נס הרים,439,281,33,0,11,1,0,3,1,1,0,12,0,0,0,48,12,127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27
נס ציונה,25302,17624,2636,5,337,102,1,178,35,91,63,237,4,2,6,6450,1283,4232,557,6,3,5,5,5,23,0,2,5,4,38,7,61,6,6,79,985
נעורים,127,58,10,0,0,0,0,1,0,0,0,0,0,0,0,29,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
נעלה,467,341,28,0,5,2,0,4,0,1,0,23,0,0,0,66,63,133,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,5
"נעמ""ה",95,61,5,0,0,0,0,1,0,0,1,1,0,0,0,29,9,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
נען,1097,788,382,0,3,0,0,14,1,3,6,1,0,0,0,248,22,24,65,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,2,3
נצאצרה (שבט),246,58,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,1,0,0,1,1
נצר סרני,570,421,193,0,3,0,0,9,0,0,5,1,0,0,0,123,12,13,44,0,0,0,2,0,1,0,0,0,0,3,0,2,0,0,6,3
נצרת,47041,22506,279,2,3,85,5194,4,11406,15,6,22,14,4,4,375,54,245,212,3,9,4,4,3862,152,0,5,9,18,12,50,18,18,7,11,31
נצרת עילית,39340,21178,945,8,171,132,547,36,1280,181,24,346,4,12,18,3623,7781,4437,174,23,10,9,8,90,23,0,6,9,14,33,46,72,16,28,42,414
נשר,17865,11112,894,2,114,59,6,54,28,54,25,99,0,6,7,2979,2645,2978,169,13,2,1,4,3,1,0,3,5,7,12,8,43,1,6,48,651
נתיב הגדוד,130,70,10,0,0,0,0,1,0,0,0,2,0,0,0,36,4,14,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"נתיב הל""ה",347,255,114,0,1,1,0,6,1,2,1,0,0,0,0,71,9,7,34,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1
נתיב העשרה,538,415,54,0,9,0,1,6,0,3,1,12,0,0,0,174,45,85,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
נתיב השיירה,384,283,111,1,4,0,0,4,1,0,14,3,0,0,0,54,22,47,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,13
נתיבות,16470,11034,197,0,307,809,4,17,7,13,7,493,0,3,8,523,1624,2622,15,3,7,1,2,9,4,0,2,1,3,4,15,28,6,5,6,4146
נתניה,150183,82783,5928,33,3462,1849,33,279,66,510,181,2654,22,23,53,18579,13299,23129,993,280,20,10,9,28,154,0,22,35,43,113,68,285,23,45,302,8837
סאג'ור,2237,1272,350,0,0,0,81,0,3,0,0,1,0,0,0,198,264,238,4,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,117
סאסא,422,283,49,0,1,0,1,16,1,0,0,2,0,0,0,93,3,16,93,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,4,0
סביון,3065,2081,391,0,14,6,0,24,10,12,3,18,0,0,2,883,81,402,181,0,0,0,0,0,2,0,1,0,0,0,0,6,1,0,4,21
סגולה,336,240,67,0,1,1,0,0,0,1,0,2,0,0,0,102,4,42,7,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,1
סואעד (חמרייה),82,50,2,0,0,0,0,0,5,0,0,0,0,0,0,4,0,10,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
סולם,1533,954,14,0,0,0,484,0,130,0,0,5,0,0,0,12,1,1,25,0,0,1,0,227,0,0,1,0,1,1,4,0,1,0,0,36
סוסיה,367,281,0,0,53,4,0,2,0,0,0,178,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,11
סופה,163,119,32,0,1,0,0,0,0,0,0,2,0,0,0,44,7,13,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
סח'נין,15519,12763,52,0,7,6,1481,5,3671,2,45,0,3,1,0,15,3,18,39,1,0,1,0,7261,2,0,2,0,0,1,2,2,0,2,2,112
סייד (שבט),1105,231,13,0,0,0,1,0,4,0,3,0,0,0,0,15,3,4,3,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,29
סלמה,1484,622,24,1,5,0,32,0,48,1,6,0,1,0,2,55,0,33,4,1,0,0,1,365,0,0,1,0,0,0,1,1,2,2,0,19
סלעית,348,254,38,0,0,0,0,7,1,2,1,4,0,0,0,129,8,56,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0
סמר,290,180,31,2,2,0,1,12,8,0,1,1,0,0,1,49,3,6,57,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2
סעד,530,424,20,0,167,1,0,50,0,1,1,32,0,0,1,59,7,71,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
סער,381,241,46,0,1,0,0,3,1,0,0,1,0,0,0,66,11,11,96,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2
ספיר,281,172,26,0,3,0,0,6,1,3,0,8,0,0,1,51,15,31,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9
סתריה,655,495,132,0,7,1,0,5,0,8,0,4,0,0,0,192,29,77,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2
ע'ג'ר,1193,270,93,0,0,0,3,4,0,0,0,0,0,1,0,15,0,32,8,0,0,0,0,12,0,0,2,0,0,3,0,0,0,0,2,78
עבדון,367,262,93,0,9,0,0,1,0,0,0,2,0,0,0,19,23,39,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73
עברון,606,461,199,0,1,0,0,5,3,1,0,1,0,0,2,79,9,12,136,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,1
עגור,250,176,20,0,1,2,0,1,1,0,0,0,0,0,1,34,5,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33
עדי,1141,898,138,0,5,3,0,7,2,6,3,4,0,0,2,444,68,170,23,0,1,0,0,0,1,0,0,0,0,1,1,3,0,0,3,7
עדנים,284,218,40,0,3,0,0,1,1,2,0,0,0,0,1,94,7,43,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0
עוזה,396,247,3,0,30,25,0,0,0,0,0,9,0,0,0,5,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
עוזייר,1331,456,3,0,0,0,97,0,90,0,0,0,1,0,0,24,1,4,4,1,1,0,1,204,14,0,0,1,0,0,0,0,0,0,1,1
עולש,600,466,88,0,4,1,0,11,1,0,2,2,0,0,0,206,24,75,19,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,5,20
עומר,5706,4178,930,0,46,4,3,27,33,30,26,50,1,0,3,1496,268,842,328,0,0,0,0,3,0,0,0,0,0,5,0,17,1,0,15,34
עופר,309,235,44,0,15,0,1,24,4,0,0,3,0,0,0,64,14,43,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,6
עופרה,1480,1241,1,0,315,4,0,6,0,0,0,525,0,0,2,5,23,307,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,33
עוצם,382,256,11,0,1,2,0,0,0,0,0,3,0,0,0,4,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
עוקבי (בנו עוקבה),175,58,0,0,0,0,3,0,26,0,0,0,0,0,0,2,4,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
עזר,557,399,56,0,4,1,0,1,0,1,0,4,0,0,0,172,38,91,4,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,5,17
עזריאל,435,338,10,0,31,10,0,4,0,2,0,25,0,0,1,28,21,182,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,18
עזריה,570,420,25,0,4,3,0,7,0,1,0,6,0,0,0,62,40,210,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,52
עזריקם,721,494,36,0,5,2,0,0,0,1,0,7,0,0,0,98,32,237,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,73
עטאוונה (שבט),109,8,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
עטרת,227,200,0,0,40,0,0,0,0,0,0,125,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
עידן,266,149,36,0,0,0,0,4,0,0,0,5,0,0,0,64,10,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
עיילבון,3211,2344,167,0,2,5,522,0,1276,1,10,0,3,0,0,101,9,62,74,0,1,1,0,69,0,0,0,2,0,0,2,4,0,2,0,6
עיינות,65,34,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0
עילוט,3656,1515,141,0,27,1,312,1,673,0,1,3,7,0,1,48,1,10,37,0,0,1,0,200,2,0,0,0,1,0,0,0,0,0,1,2
עין איילה,556,438,74,0,2,1,0,13,0,3,2,6,0,0,1,214,16,64,30,1,0,0,0,0,0,0,0,0,0,1,0,6,0,1,2,0
עין אל-אסד,517,235,62,0,0,3,25,0,2,0,0,0,0,0,0,22,44,72,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
עין גב,447,295,96,0,1,0,0,2,1,0,0,2,0,0,2,126,13,22,25,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
